IdCliente,Fecha Nacimiento,Actividad Laboral,Estado Civil,Nivel Educacional,Tiene Mora,Saldo Medio Anual,Tiene Crédito Hipotecario,Tiene Crédito de Consumo,Medio de Contacto Preferente,Contactos con su Ejecutivo,Tiene Inversiones
12484,4/6/1966,Trabajador Dependiente,Divorciado,Universitario,No,342000,Si,No,Celular,0,No
12485,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Básica,No,2290000,No,No,Celular,0,No
12486,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1160000,Si,No,Celular,4,No
12487,4/6/1966,Empresario,Casado,Universitario,No,8118000,No,No,Celular,0,No
12488,4/6/1966,Obrero,Soltero,Enseñanza Media,No,152000,Si,No,Celular,4,No
12489,4/6/1966,Obrero,Divorciado,Enseñanza Media,No,186000,No,No,Celular,0,No
12490,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1167000,Si,No,Celular,2,No
12491,4/6/1966,Empresario,Divorciado,Universitario,No,178000,No,No,Celular,0,No
12492,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,243000,Si,No,Celular,4,No
12493,4/6/1966,Obrero,Casado,Enseñanza Media,Si,-346000,Si,Si,Fono Particular,2,No
12494,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,3188000,Si,No,Celular,0,No
12495,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Media,No,-150000,No,No,Celular,0,No
12496,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,584000,Si,Si,Celular,0,No
12497,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,310000,Si,Si,Fono Particular,0,No
12498,4/6/1966,Gerente,Casado,Universitario,No,682000,No,No,Celular,0,Si
12499,4/6/1966,Trabajador Dependiente,Soltero,Enseñanza Básica,No,683000,No,No,Celular,1,No
12500,4/6/1966,Gerente,Casado,Universitario,No,385000,Si,No,Celular,4,No
12501,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,8148000,Si,No,Celular,0,No
12502,4/6/1966,Trabajador Dependiente,Divorciado,Enseñanza Básica,No,91000,Si,No,Celular,1,No
12503,4/6/1966,Gerente,Casado,Universitario,No,407000,Si,No,Celular,0,No
12504,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Media,No,-245000,Si,No,Celular,0,No
12505,4/6/1966,Gerente,Casado,Universitario,No,6637000,Si,No,Celular,0,No
12506,4/6/1966,Trabajador Dependiente,Divorciado,Universitario,No,3823000,Si,Si,Celular,0,No
12507,4/6/1966,Obrero,Divorciado,Enseñanza Básica,Si,0,Si,No,Celular,0,No
12508,4/6/1966,Trabajador Dependiente,Divorciado,Enseñanza Media,No,-116000,No,Si,Celular,0,No
12509,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,830000,No,Si,Celular,0,No
12510,4/6/1966,Trabajador Dependiente,Casado,Universitario,Si,-488000,Si,No,Celular,0,No
12511,4/6/1966,Gerente,Casado,Universitario,No,2793000,Si,No,Fono Particular,0,No
12512,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,4397000,Si,No,Celular,0,No
12513,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,7000,Si,No,Celular,0,No
12514,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,232000,Si,Si,Celular,0,No
12515,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,673000,No,Si,Celular,0,No
12516,4/6/1966,Trabajador Dependiente,Divorciado,Universitario,No,691000,No,No,Celular,0,No
12517,4/6/1966,Gerente,Casado,Universitario,No,3681000,No,No,Celular,0,No
12518,4/6/1966,Trabajador Dependiente,Divorciado,Universitario,No,2836000,No,Si,Celular,0,No
12519,4/6/1966,Técnico,Casado,Técnico Profesional,No,-9000,No,No,Celular,0,No
12520,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,6703000,No,No,Celular,0,No
12521,4/6/1966,Técnico,Divorciado,Técnico Profesional,No,157000,Si,No,Celular,0,No
12522,4/6/1966,Obrero,Casado,Enseñanza Básica,No,85000,No,No,Celular,0,No
12523,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1990000,Si,Si,Celular,0,No
12524,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,756000,No,No,Celular,0,No
12525,4/6/1966,Gerente,Casado,Universitario,No,1083000,No,No,Celular,0,No
12526,4/6/1966,Técnico,Casado,Técnico Profesional,No,52000,No,No,Celular,0,No
12527,4/6/1966,Trabajador Independiente,Casado,Universitario,No,192000,No,No,Fono Particular,0,No
12528,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,320000,No,No,Fono Particular,0,No
12529,4/6/1966,Trabajador Dependiente,Soltero,Enseñanza Media,Si,-874000,Si,No,Celular,0,No
12530,4/6/1966,Trabajador Dependiente,Soltero,Universitario,No,255000,No,Si,Celular,0,No
12531,4/6/1966,Trabajador Dependiente,Soltero,Universitario,No,591000,No,No,Celular,0,No
12532,4/6/1966,Gerente,Soltero,Universitario,No,8106000,No,No,Celular,0,No
12533,4/6/1966,Obrero,Divorciado,Enseñanza Media,No,2000,Si,Si,Celular,0,No
12534,4/6/1966,Trabajador Dependiente,Divorciado,Enseñanza Básica,No,617000,No,No,Fono Particular,0,No
12535,4/6/1966,Gerente,Casado,Universitario,No,2889000,No,No,Fono Particular,0,No
12536,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,312000,No,No,Celular,0,No
12537,4/6/1966,Trabajador Dependiente,Soltero,Universitario,No,1305000,No,No,Celular,0,No
12538,4/6/1966,Técnico,Casado,Técnico Profesional,No,356000,No,No,Celular,0,No
12539,4/6/1966,Gerente,Casado,Universitario,No,24312000,Si,No,Celular,0,No
12540,4/6/1966,Trabajador Dependiente,Soltero,Universitario,No,736000,No,No,Celular,0,No
12541,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,310000,Si,No,Celular,0,No
12542,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,284000,No,No,Celular,0,No
12543,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,612000,No,No,Celular,0,No
12544,4/6/1966,Trabajador Independiente,Casado,Universitario,No,1245000,No,No,Celular,0,No
12545,4/6/1966,Obrero,Casado,Enseñanza Básica,No,0,No,No,Celular,0,No
12546,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,581000,Si,No,Celular,0,No
12547,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1764000,No,Si,Celular,0,No
12548,4/6/1966,Obrero,Casado,Enseñanza Básica,No,0,No,No,Celular,0,No
12549,4/6/1966,Gerente,Casado,Universitario,No,414000,No,No,Celular,0,No
12550,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,175000,Si,No,Celular,0,No
12551,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,799000,No,No,Celular,0,No
12552,4/6/1966,Obrero,Casado,Enseñanza Media,Si,162000,No,No,Celular,0,No
12553,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,259000,No,No,Celular,0,No
12554,4/6/1966,Técnico,Divorciado,Técnico Profesional,No,32000,No,Si,Celular,0,No
12555,4/6/1966,Obrero,Casado,Enseñanza Básica,No,0,No,No,Celular,0,No
12556,4/6/1966,Gerente,Casado,Técnico Profesional,No,12245000,No,No,Celular,0,No
12557,4/6/1966,Técnico,Divorciado,Técnico Profesional,No,0,No,No,Celular,0,No
12558,4/6/1966,Gerente,Casado,Universitario,No,1797000,No,No,Celular,0,No
12559,4/6/1966,Trabajador Dependiente,Soltero,Universitario,No,3531000,Si,No,Celular,0,No
12560,4/6/1966,Obrero,Casado,Enseñanza Básica,Si,25000,Si,Si,Celular,0,No
12561,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1647000,No,No,Celular,0,No
12562,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Básica,No,6000,No,No,Celular,0,No
12563,4/6/1966,Técnico,Casado,Técnico Profesional,No,545000,Si,No,Celular,0,No
12564,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,570000,No,No,Celular,0,No
12565,4/6/1966,Gerente,Divorciado,Universitario,No,800000,No,No,Celular,0,No
12566,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Media,No,27000,No,No,Celular,0,No
12567,4/6/1966,Técnico,Casado,Técnico Profesional,No,568000,Si,No,Celular,0,Si
12568,4/6/1966,Técnico,Casado,Técnico Profesional,No,0,Si,No,Celular,0,No
12569,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Media,No,24000,No,Si,Celular,0,No
12570,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1152000,No,No,Fono Particular,0,No
12571,4/6/1966,Obrero,Casado,Enseñanza Media,Si,-594000,Si,Si,Celular,0,No
12572,4/6/1966,Técnico,Casado,Técnico Profesional,No,50000,No,No,Fono Particular,0,No
12573,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,-50000,No,Si,Celular,0,No
12574,4/6/1966,Técnico,Soltero,Técnico Profesional,No,-239000,Si,Si,Celular,0,No
12575,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Básica,No,333000,No,No,Fono Particular,0,No
12576,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1303000,No,No,Celular,0,No
12577,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Básica,No,183000,No,No,Celular,0,No
12578,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,599000,Si,No,Celular,0,No
12579,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Básica,No,1803000,Si,Si,Celular,0,No
12580,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,582000,No,No,Celular,0,No
12581,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1021000,No,No,Celular,0,No
12582,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Básica,No,0,Si,No,Fono Particular,0,No
12583,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,769000,Si,No,Celular,0,No
12584,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,328000,No,No,Celular,0,No
12585,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,2642000,No,No,Celular,0,No
12586,4/6/1966,Obrero,Casado,Enseñanza Básica,No,48000,No,No,Celular,0,No
12587,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,432000,No,No,Celular,0,No
12588,4/6/1966,Trabajador Independiente,Casado,Universitario,No,751000,No,No,Celular,0,No
12589,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,751000,Si,No,Celular,0,No
12590,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,2458000,No,No,Celular,0,No
12591,4/6/1966,Trabajador Dependiente,Divorciado,Universitario,No,506000,No,No,Celular,0,No
12592,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1430000,Si,No,Celular,0,No
12593,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Media,No,2000,No,No,Celular,0,No
12594,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,19000,No,No,Celular,0,No
12595,4/6/1966,Trabajador Dependiente,Soltero,Enseñanza Básica,No,46000,No,No,Celular,0,No
12596,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,820000,No,No,Celular,1,Si
12597,4/6/1966,Trabajador Dependiente,Soltero,Universitario,No,3696000,No,No,Celular,0,Si
12598,4/6/1966,Trabajador Dependiente,Divorciado,Técnico Profesional,No,1639000,No,No,Celular,0,Si
12599,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,707000,Si,No,Celular,0,No
12600,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Media,No,70000,Si,No,Celular,2,No
12601,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,288000,No,No,Celular,1,No
12602,4/6/1966,Trabajador Dependiente,Soltero,Universitario,No,334000,Si,No,Celular,8,No
12603,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,97000,Si,No,Celular,3,No
12604,4/6/1966,Gerente,Casado,Universitario,No,834000,No,No,Emailing,0,No
12605,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,3745000,No,No,Celular,1,No
12606,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,368000,No,No,Celular,6,Si
12607,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1568000,Si,No,Celular,8,Si
12608,4/6/1966,Trabajador Dependiente,Divorciado,Técnico Profesional,No,973000,No,No,Celular,1,Si
12609,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,3519000,No,Si,Celular,1,No
12610,4/6/1966,Gerente,Casado,Universitario,No,4879000,No,No,Celular,3,No
12611,4/6/1966,Trabajador Dependiente,Divorciado,Universitario,No,140000,No,Si,Celular,0,No
12612,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,3533000,Si,No,Celular,2,No
12613,4/6/1966,Gerente,Casado,Universitario,No,437000,Si,No,Celular,0,No
12614,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,3070000,No,No,Celular,0,No
12615,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,2428000,Si,No,Celular,16,No
12616,4/6/1966,Gerente,Soltero,Universitario,No,372000,No,No,Celular,0,Si
12617,4/6/1966,Trabajador Dependiente,Divorciado,Universitario,No,1013000,No,No,Celular,0,No
12618,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,2944000,No,No,Celular,5,No
12619,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Básica,No,97000,No,Si,Fono Particular,0,No
12620,4/6/1966,Trabajador Independiente,Casado,Universitario,No,0,No,No,Fono Particular,0,No
12621,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,834000,No,Si,Celular,2,Si
12622,4/6/1966,Trabajador Dependiente,Divorciado,Universitario,No,700000,Si,No,Celular,0,No
12623,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1096000,Si,Si,Celular,0,No
12624,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,333000,Si,No,Celular,4,No
12625,4/6/1966,Gerente,Casado,Universitario,No,2475000,Si,No,Celular,0,No
12626,4/6/1966,Trabajador Independiente,Casado,Enseñanza Media,No,2830000,Si,No,Fono Particular,0,No
12627,4/6/1966,Gerente,Casado,Universitario,No,7741000,Si,No,Celular,0,No
12628,4/6/1966,Técnico,Casado,Técnico Profesional,Si,-813000,Si,Si,Celular,25,No
12629,4/6/1966,Técnico,Casado,Técnico Profesional,No,0,No,No,Celular,1,No
12630,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Básica,No,3723000,No,No,Celular,0,No
12631,4/6/1966,Técnico,Divorciado,Técnico Profesional,No,-81000,Si,No,Celular,0,No
12632,4/6/1966,Empresario,Casado,Universitario,No,2518000,Si,Si,Celular,1,No
12633,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Básica,No,324000,No,No,Celular,0,No
12634,4/6/1966,Gerente,Casado,Técnico Profesional,No,641000,No,No,Celular,0,No
12635,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Media,No,0,Si,No,Fono Particular,0,No
12636,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Media,Si,-553000,Si,No,Celular,0,No
12637,4/6/1966,Trabajador Dependiente,Soltero,Universitario,No,3957000,Si,No,Fono Particular,3,No
12638,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,600000,Si,Si,Celular,0,No
12639,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,373000,Si,No,Celular,0,No
12640,4/6/1966,Trabajador Independiente,Divorciado,Enseñanza Media,No,510000,Si,No,Celular,0,No
12641,4/6/1966,Trabajador Dependiente,Divorciado,Universitario,No,694000,Si,No,Celular,0,No
12642,4/6/1966,Obrero,Casado,Enseñanza Media,No,71000,Si,No,Celular,1,No
12643,4/6/1966,Técnico,Divorciado,Técnico Profesional,No,442000,Si,No,Celular,0,No
12644,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,298000,Si,No,Celular,0,No
12645,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1571000,Si,No,Celular,2,No
12646,4/6/1966,Trabajador Independiente,Casado,Técnico Profesional,No,0,Si,No,Celular,6,No
12647,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,802000,Si,Si,Celular,0,Si
12648,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1044000,Si,No,Celular,1,No
12649,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Básica,No,1374000,No,Si,Fono Particular,3,Si
12650,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,2548000,Si,No,Celular,1,No
12651,4/6/1966,Técnico,Casado,Técnico Profesional,No,-59000,Si,Si,Celular,2,No
12652,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,311000,Si,Si,Celular,3,No
12653,4/6/1966,Técnico,Soltero,Técnico Profesional,No,172000,No,No,Fono Particular,0,No
12654,4/6/1966,Gerente,Casado,Universitario,No,2351000,No,No,Celular,1,Si
12655,4/6/1966,Gerente,Casado,Universitario,No,1147000,No,No,Celular,1,Si
12656,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,216000,Si,No,Celular,2,No
12657,4/6/1966,Obrero,Casado,Enseñanza Media,Si,-337000,Si,Si,Celular,0,No
12658,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,663000,Si,Si,Celular,6,Si
12659,4/6/1966,Empresario,Casado,Técnico Profesional,No,668000,No,No,Celular,0,No
12660,4/6/1966,Obrero,Casado,Enseñanza Media,No,170000,Si,No,Celular,0,No
12661,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,367000,Si,No,Celular,4,No
12662,4/6/1966,Trabajador Dependiente,Soltero,Universitario,No,1819000,No,No,Celular,0,No
12663,4/6/1966,Técnico,Casado,Técnico Profesional,No,293000,No,No,Celular,1,No
12664,4/6/1966,Técnico,Casado,Técnico Profesional,No,213000,No,No,Celular,0,No
12665,4/6/1966,Técnico,Casado,Técnico Profesional,No,8000,No,No,Fono Particular,0,No
12666,4/6/1966,Trabajador Dependiente,Divorciado,Universitario,No,2232000,No,No,Celular,1,Si
12667,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,2279000,Si,Si,Celular,0,No
12668,4/6/1966,Trabajador Dependiente,Soltero,Universitario,No,17023000,No,No,Celular,4,No
12669,4/6/1966,Técnico,Casado,Técnico Profesional,No,0,Si,No,Celular,0,No
12670,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Media,No,-121000,Si,Si,Celular,4,No
12671,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,3519000,No,Si,Fono Particular,0,No
12672,4/6/1966,Trabajador Dependiente,Soltero,Universitario,No,870000,Si,No,Celular,0,No
12673,4/6/1966,Obrero,Casado,Enseñanza Media,No,0,Si,No,Celular,2,No
12674,4/6/1966,Trabajador Independiente,Casado,Universitario,No,-80000,Si,No,Celular,2,No
12675,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,0,Si,No,Fono Particular,2,No
12676,4/6/1966,Trabajador Independiente,Casado,Universitario,No,917000,No,No,Celular,5,No
12677,4/6/1966,Trabajador Dependiente,Divorciado,Universitario,No,691000,No,No,Celular,0,No
12678,4/6/1966,Trabajador Dependiente,Divorciado,Universitario,No,1279000,Si,No,Celular,0,No
12679,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,520000,No,No,Fono Particular,0,No
12680,4/6/1966,Gerente,Casado,Universitario,No,1675000,Si,No,Celular,0,No
12681,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,292000,No,No,Celular,0,No
12682,4/6/1966,Técnico,Casado,Técnico Profesional,No,335000,No,No,Celular,0,No
12683,4/6/1966,Empresario,Casado,Universitario,No,0,No,No,Celular,0,No
12684,4/6/1966,Gerente,Casado,Universitario,No,1147000,No,No,Celular,0,No
12685,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Media,No,49000,Si,No,Celular,0,No
12686,4/6/1966,Obrero,Soltero,Enseñanza Media,No,57000,Si,No,Celular,4,No
12687,4/6/1966,Técnico,Casado,Técnico Profesional,No,293000,No,No,Celular,0,No
12688,4/6/1966,Trabajador Dependiente,Divorciado,Enseñanza Media,No,0,No,No,Celular,0,No
12689,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,734000,Si,No,Celular,0,No
12690,4/6/1966,Gerente,Casado,Universitario,No,3505000,No,No,Celular,0,Si
12691,4/6/1966,Obrero,Casado,Enseñanza Media,No,33000,No,No,Fono Particular,0,No
12692,4/6/1966,Gerente,Casado,Universitario,No,2919000,Si,No,Celular,0,No
12693,4/6/1966,Empresario,Casado,Enseñanza Media,No,2192000,Si,No,Celular,0,No
12694,4/6/1966,Técnico,Casado,Técnico Profesional,No,80000,No,Si,Celular,1,No
12695,4/6/1966,Gerente,Casado,Universitario,No,1028000,No,Si,Celular,0,No
12696,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1484000,No,No,Celular,3,No
12697,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,410000,Si,Si,Celular,0,No
12698,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,4403000,Si,Si,Emailing,0,No
12699,4/6/1966,Técnico,Casado,Técnico Profesional,No,0,No,No,Emailing,0,No
12700,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1230000,Si,No,Fono Particular,0,Si
12701,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Básica,No,228000,Si,No,Celular,1,No
12702,4/6/1966,Técnico,Casado,Técnico Profesional,No,0,No,No,Celular,0,No
12703,4/6/1966,Gerente,Divorciado,Universitario,No,12026000,Si,No,Fono Particular,0,Si
12704,4/6/1966,Trabajador Dependiente,Soltero,Universitario,No,-230000,No,No,Celular,0,No
12705,4/6/1966,Técnico,Casado,Técnico Profesional,No,-54000,Si,No,Celular,0,No
12706,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,2215000,No,No,Celular,0,No
12707,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,260000,No,Si,Celular,0,No
12708,4/6/1966,Gerente,Casado,Universitario,No,5012000,Si,No,Celular,0,No
12709,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,109000,Si,No,Celular,1,No
12710,4/6/1966,Empresario,Casado,Enseñanza Media,No,1375000,Si,No,Fono Particular,7,No
12711,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,327000,Si,No,Celular,0,No
12712,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,3480000,No,No,Celular,0,Si
12713,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1536000,Si,No,Celular,4,No
12714,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,2128000,Si,No,Fono Particular,0,No
12715,4/6/1966,Empresario,Divorciado,Enseñanza Media,No,392000,Si,Si,Celular,1,No
12716,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,947000,No,Si,Celular,0,No
12717,4/6/1966,Trabajador Independiente,Casado,Enseñanza Básica,No,1056000,No,No,Fono Particular,0,No
12718,4/6/1966,Trabajador Dependiente,Soltero,Universitario,No,124000,No,No,Celular,0,No
12719,4/6/1966,Trabajador Dependiente,Divorciado,Universitario,No,555000,Si,Si,Fono Particular,0,Si
12720,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,24556000,No,No,Fono Particular,0,No
12721,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1077000,No,No,Fono Particular,0,No
12722,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Media,No,84000,No,No,Fono Particular,0,No
12723,4/6/1966,Gerente,Casado,Universitario,No,1144000,No,Si,Celular,0,No
12724,4/6/1966,Técnico,Divorciado,Técnico Profesional,No,440000,No,No,Celular,0,No
12725,4/6/1966,Trabajador Dependiente,Casado,Universitario,Si,-337000,No,Si,Celular,2,No
12726,4/6/1966,Trabajador Dependiente,Soltero,Universitario,No,0,No,No,Celular,0,No
12727,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,475000,Si,Si,Celular,7,No
12728,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1236000,No,No,Celular,0,No
12729,4/6/1966,Técnico,Casado,Técnico Profesional,No,487000,No,No,Celular,1,No
12730,4/6/1966,Trabajador Dependiente,Divorciado,Enseñanza Media,No,95000,Si,Si,Fono Particular,0,No
12731,4/6/1966,Gerente,Casado,Técnico Profesional,No,1128000,No,No,Celular,0,No
12732,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,644000,No,No,Fono Particular,13,No
12733,4/6/1966,Trabajador Dependiente,Divorciado,Enseñanza Media,No,47000,No,No,Celular,0,No
12734,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1125000,Si,No,Celular,0,Si
12735,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,676000,Si,No,Celular,4,No
12736,4/6/1966,Gerente,Casado,Universitario,No,1425000,No,No,Celular,0,No
12737,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,306000,Si,No,Celular,0,No
12738,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1265000,Si,Si,Celular,0,No
12739,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Básica,No,1747000,Si,No,Celular,0,No
12740,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,613000,Si,No,Celular,2,No
12741,4/6/1966,Trabajador Dependiente,Divorciado,Universitario,No,225000,No,No,Celular,0,No
12742,4/6/1966,Trabajador Dependiente,Casado,Técnico Profesional,Si,0,No,No,Celular,0,No
12743,4/6/1966,Trabajador Dependiente,Casado,Enseñanza Media,No,5000,No,No,Celular,0,No
12744,4/6/1966,Técnico,Casado,Técnico Profesional,No,65000,No,No,Celular,0,No
12745,4/6/1966,Trabajador Dependiente,Casado,Universitario,Si,-315000,Si,Si,Celular,0,No
12746,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1707000,No,No,Celular,0,No
12747,4/6/1966,Técnico,Divorciado,Técnico Profesional,No,-105000,No,No,Fono Particular,0,No
12748,4/6/1966,Trabajador Dependiente,Divorciado,Universitario,No,598000,No,No,Celular,0,No
12749,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,209000,No,No,Celular,0,No
12750,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1730000,Si,No,Celular,0,Si
12751,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1230000,Si,No,Celular,1,Si
12752,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1167000,Si,No,Celular,5,Si
12753,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,3940000,Si,No,Celular,1,No
12754,4/6/1966,Trabajador Dependiente,Divorciado,Universitario,No,0,No,No,Celular,0,No
12755,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,518000,No,No,Celular,0,No
12756,4/6/1966,Trabajador Dependiente,Divorciado,Universitario,No,310000,No,No,Celular,0,No
12757,4/6/1966,Empresario,Casado,Enseñanza Media,No,8480000,No,No,Celular,0,No
12758,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,3440000,No,No,Celular,0,No
12759,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1480000,No,No,Celular,0,No
12760,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,193000,Si,No,Celular,0,No
12761,4/6/1966,Trabajador Independiente,Casado,Enseñanza Media,No,0,No,No,Celular,0,No
12762,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,996000,No,No,Fono Particular,0,No
12763,4/6/1966,Técnico,Divorciado,Técnico Profesional,No,8000,No,No,Celular,0,No
12764,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,961000,No,No,Celular,0,No
12765,4/6/1966,Gerente,Casado,Universitario,No,649000,Si,No,Celular,0,No
12766,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,238000,Si,Si,Celular,0,No
12767,4/6/1966,Gerente,Casado,Universitario,No,2351000,No,No,Celular,0,Si
12768,4/6/1966,Trabajador Dependiente,Casado,Universitario,No,1612000,Si,No,Celular,0,Si
12769,4/6/1966,Trabajador Dependiente,Divorciado,Enseñanza Media,No,0,No,No,Celular,0,No
12770,4/6/1966,Gerente,Casado,Universitario,No,3663000,No,No,Celular,0,Si
